main_category,title,features,description,categories,details,parent_asin
Computers,"Waterproof Sticker Decal Waterproof Aesthetic Stickers for Water Bottles (18pcs) - Trendy, Motivational, Inspirational, Waterproof Vinyl for Laptop, Phone, Luggage, Skateboards and etc. - 70 by 7",[],[],"['Electronics', 'Computers & Accessories', 'Laptop Accessories', 'Skins & Decals', 'Decals']","{'Brand': '70BY7', 'Item Dimensions LxWxH': '2 x 2 x 0.12 inches', 'Room Type': 'Bedroom', 'Material': 'Vinyl', 'Theme': 'Phone', 'Special Feature': 'Waterproof', 'Number of Pieces': '18', 'Reusability': 'Single Use', 'Pattern': 'Letter Print', 'Shape': 'Irregular', 'Unit Count': '18.0 Count', 'Water Resistance Level': 'Waterproof', 'Item Weight': '0.03 ounces', 'Product Dimensions': '2 x 2 x 0.12 inches', 'Date First Available': 'February 18, 2020', 'Best Sellers Rank': {'Computers & Accessories': 49806, 'Laptop Decals': 10264}}",B082T57X26
Computers,"ViewSonic VP2468_H2 24-Inch Premium Dual Pack Head-Only IPS 1080p Monitors with ColorPro 100% sRGB Rec 709, 14-bit 3D LUT, Eye Care, HDMI, USB, DP Daisy Chain, VESA","['VERSATILE MONITORS: 24 Inch Full HD (1920x1080p) IPS monitors with 60Hz refresh rate', 'TWO MONITORS: Sold as a dual pack without monitor stands for easy dual-screen installation', 'ENHANCED VIEWING COMFORT: Flicker-Free technology and Blue Light Filter for reduced eye fatigue', 'EXCEPTIONAL COLOR ACCURACY: 100% sRGB, EBU, SMPTE-C, Rec. 709, and DICOM-SIM color spaces and Delta E<2 accuracy', 'FLEXIBLE CONNECTIVITY: The VP2468_H2 supports laptops, PCs, Macs and more with USB, HDMI, DP (DaisyChain enabled) and mini DP inputs']","['If you are looking for professional monitors that deliver unmatched color accuracy, as well as easy deployment and mounting capabilities, look no further than the ViewSonic VP2468_H2. Sold as a dual Pack of monitors without monitor stands, the VP2468_H2 requires less packaging for a reduced environmental footprint, while still providing compatible mounting for easy dual-screen installation. With edge-to-edge super clear IPS panels and one of the world’ s thinnest bezels, the VP2468_H2 provides A sleek and frameless viewing experience ideal for dual-monitor setup. For simple, single-cable daisy chaining, these monitors are equipped with Future-Proof DisplayPort technology, in addition to HDMI ports. To ensure precise, uniform color, these monitors are factory calibrated to deliver an amazing Delta e<2 value. An integrated color uniformity function ensures consistent chromaticity across the screen, while a 14-bit 3D look-up table generates a stunningly smooth palette of 4.39 trillion colors. Add to that 6-axis color adjustment functionality, and this monitor provides the ultimate color processing capability for professional applications.']","['Electronics', 'Computers & Accessories', 'Monitors']","{'Standing screen display size': '24 Inches', 'Screen Resolution': '1920 x 1080', 'Max Screen Resolution': '1920 x 1080 Pixels', 'Number of USB 3.0 Ports': '5', 'Brand': 'ViewSonic', 'Series': 'VP2468_H2', 'Item model number': 'VP2468_H2', 'Item Weight': '7.02 pounds', 'Product Dimensions': '1.9 x 21.2 x 12.2 inches', 'Item Dimensions  LxWxH': '1.9 x 21.2 x 12.2 inches', 'Color': 'Red', 'Power Source': '10', 'Manufacturer': 'ViewSonic', 'Is Discontinued By Manufacturer': 'No', 'Date First Available': 'December 7, 2016', 'Best Sellers Rank': {'Climate Pledge Friendly': 11386, 'Computer Monitors': 926, 'Climate Pledge Friendly: Computers': 1164}, 'Screen Size': '24 Inches', 'Display Resolution Maximum': '1920 x 1080 Pixels', 'Special Feature': 'Anti Glare', 'Refresh Rate': '75 Hz'}",B0C662M3GG
Cell Phones & Accessories,DreamGear i.View A/V Pro Cable for iPod Video/Photo,"['Handy pro-quality A/V cable for viewing videos and photos', 'Connects to any TV or monitor with A/V inputs', ""3.5 mm connector plugs into any iPod's headphone jack"", 'Also connects standard iPod to stereo receiver', 'Gold-plated connectors and advanced cable technology; 120-day warranty']","['Product Description', 'DreamGear i.View AV Cable Pro for iPod Video/Photo', 'Amazon.com', ""A handy accessory for iPod video and iPod photo owners, the i.View Pro cable lets you play your favorite videos through any TV or monitor with A/V inputs. Simply connect one end of the cable to your iPod's 3.5 mm headphone jack, and the other end to the RCA inputs on your TV or monitor. It's that simple, and thanks to the cable's advanced technology and gold-plated connectors, you'll enjoy high-quality resolution and a topnotch audio performance. In addition, you can use the cable to connect a traditional iPod to the left and right channels of a standard stereo receiver for music listening, or you can view JPEG photos from an iPod photo on the big screen. A must for anyone who wants to share their videos with friends, the i.View Pro cable and stand is backed by a 120-day warranty."", ""What's in the Box"", ""i.View cable, user's manual.""]","['Electronics', 'Portable Audio & Video', 'MP3 & MP4 Player Accessories']","{'Package Dimensions': '8.9 x 5.1 x 1.7 inches', 'Item Weight': '4.8 ounces', 'Item model number': 'DGIPOD-957', 'Other display features': 'Wireless', 'Color': 'White', 'Manufacturer': 'DreamGEAR', 'Date First Available': 'September 19, 2006'}",B000JCZL9E
All Electronics,Toshiba SD-3900 Progressive-Scan DVD Player,"['Progressive-scan ColorStream component-video output for ultimate DVD picture quality (with an HD or HD-ready TV)', 'Optical and coaxial digital-audio outputs pass Dolby Digital and DTS surround (to compatible AV receiver and speakers)', 'MP3- and WMA-CD playback; JPEG photo viewer displays digital photographs and slideshows on your television', 'Offers 3:2 pulldown, black-level expansion, multiple picture settings, 16x picture zoom', '3D-DNR (digital noise reduction) reduces random noise in video CDs, poorly mastered DVDs, and zoomed images']","['Product Description', ""This Toshiba DVD Progressive Scan Video Player delivers outstanding color, resolution and audio. Outputs are compatible with today's best analog and digital televisions. Features: ColorStream Pro Progressive Scan Video Outputs, 10-Bit/54mHz Video digital to analog conversion, 24-Bit/192kHz audio compatibility, DVD-Video/CD/Video CD playback, JPEG viewer, digital noise reduction, coaxial and optical TosLink digital audio output, black-level expansion, multiple picture settings, MP3 and WMA compatibility audio playback, dialogue enhancer, 16x power picture zoom and bookmarks."", 'Amazon.com', ""Get the most from DVDs and CDs with Toshiba's SD-3900 single-disc DVD player, whose ultimate progressive-scan ColorStream component-video outputs produce seamless, flicker-free images with high-definition and HD-ready TVs. Built-in MP3 and WMA (Windows Media Audio) decoding let you compile music on a PC and listen to it on a stereo or TV, and you can even watch customized digital-picture slideshows using recordable CDs filled with standard JPEG image files."", 'Whether your living room is currently home to an HDTV or you\'re merely thinking of ""someday,"" the SD-3900 stands ready to deliver the full potential of DVDs. Progressive scanning, referred to as 480p for the number of horizontal lines that compose the video image, creates a picture using twice the scan lines of a conventional DVD picture, providing higher resolution and sharper images while eliminating nearly all motion artifacts. The SD-3900 also performs 3:2 pulldown. DVD mastering introduces a common distortion when adjusting 24 frames-per-second movies to 30 fps video; 3:2 pulldown digitally corrects this distortion. Conventional composite- and S-video outputs bring compatibility with nearly any television. The ""expanded"" mode in the player\'s black-level setting produces richer, deeper black tones in every image. PLUGE (Picture Line Up Generation Equipment) delivers black as well as below-black signals to a television.', ""A set of left/right analog-audio outputs channel audio to Dolby Pro Logic receivers and stereo televisions. Both Dolby Digital and DTS 5.1-channel surround-sound signals can be routed through the player's digital-audio outputs (one each coaxial and optical) for direct connection to a full-featured"", 'audio/video receiver', "". The player's internal digital-to-analog converters work at 24-bit, 192 kHz resolution to ensure optimum sonic quality from a range of digital program material. Playback options include video 3D-DNR (digital noise reduction), powerful 16x picture zoom, dialogue enhancement, Spatializer simulated surround (for two-channel listening), and parental lock.""]","['Electronics', 'Television & Video', 'DVD Players & Recorders', 'DVD Players']","{'Brand Name': 'Toshiba', 'Item Weight': '5.1 Pounds', 'Product Dimensions': '8.85 x 17 x 2.75 inches', 'Item model number': 'SD-3900', 'Is Discontinued By Manufacturer': 'Yes', 'Date First Available': 'February 2, 2002', 'Brand': 'Toshiba', 'Media Type': 'CD, DVD', 'Video Capture Resolution': '720p', 'Audio Output Mode': 'Surround', 'Item Dimensions LxWxH': '8.85 x 17 x 2.75 inches', 'Supported File Format': 'MP3, WMA, JPEG', 'Compatible Devices': 'Television', 'Input Video Compatability': 'NTSC'}",B00008BO8Z
All Electronics,"VISHAY SEMICONDUCTOR 4N26 OPTOCOUPLER, TRANSISTOR, 5300VRMS (1 piece)",[],[],[],"{'Package Dimensions': '6.5 x 3.5 x 0.4 inches', 'Item Weight': '0.16 ounces', 'Item model number': '4N26-VISHAY', 'Is Discontinued By Manufacturer': 'No', 'Date First Available': 'July 15, 2015', 'Manufacturer': 'VISHAY SEMICONDUCTOR'}",B011NAANHU
All Electronics,REYTRIC T4500E Battery Compatible with Samsung Galaxy Tab 3 10.1 GT-P5210 P5200 P5220 P5213 Series Tablet T4500C T4500U with Tools 3.8V 6800mAh,"['Specification: Voltage: 3.8V. Capacity: 25.84Wh / 6800mAh. Battery Type: Li-ion. Condition: New from Manufacturer.', 'Compatible Part Number: T4500E , T4500C , AAAD503TS/7-B , AA1D625AS/7-B.', 'Compatible Tablet Models: Samsung Galaxy Tab 3 10.1"" inch GT-P5210, GT-P5200, GT-P5220, GT-P5213, P5210, P5200, P5220, P5213 Series.', 'Durable Grade A Cell Battery. CE/ RoHS/ FCC Certified. Built-in circuit protection ensures both safety and stability. Exclusive offering of high performance and long lasting usage.', 'Buy with Confidence Warranty: 12 Months Warranty. 24 x 7 Email Support. If you have any questions, please contact us directly. We are committed to resolving any situation in which our product does not meet your expectations.']",[],"['Electronics', 'Computers & Accessories', 'Tablet Replacement Parts', 'Batteries']","{'Product Dimensions': '11.9 x 4.4 x 1.8 inches', 'Item Weight': '5.9 ounces', 'Item model number': 'T4500E', 'Batteries': '1 Lithium Ion batteries required. (included)', 'Best Sellers Rank': {'Electronics': 33455, 'Tablet Batteries': 4}, 'Is Discontinued By Manufacturer': 'No', 'Date First Available': 'November 8, 2018', 'Manufacturer': 'Dongguan Hengkaida Energy Technology Co. , Ltd.', 'Number of Batteries': '1 Lithium Ion batteries required. (included)', 'Brand': 'REYTRIC', 'Battery Cell Composition': 'Lithium Ion', 'Recommended Uses For Product': 'Tablet', 'Unit Count': '1.0 Count'}",B07BGRDV9D
Industrial & Scientific,Yootop 3 Pcs F130B Clip-on Mounted Noise Filter Ferrite Core Clip Noise Suppressor for 10mm Cable Diameter,[],[],"['Electronics', 'Car & Vehicle Electronics', 'Vehicle Electronics Accessories', 'Vehicle Audio & Video Installation', 'Amplifier Installation', 'Noise Filters']","{'Package Dimensions': '4.88 x 2.13 x 0.63 inches; 2.93 Ounces', 'Date First Available': 'August 28, 2019', 'Manufacturer': 'Yootop'}",B07NLY61HX
All Electronics,"Kodak Wireless WiFi Portable Projector - DLP Pico LED 1080p HD Mini Projector - Supports Android Miracast, iOS Apple Airplay Phones and Devices - Rechargeable with Speakers – HDMI and Micro SD Card","['CONNECT WIRELESSLY, NO CABLES NEEDED – Project directly from your Apple iOS & Android Devices Using a Wireless Wi-Fi Connection. Connects using iOS Airplay and Android Miracast Screen Sharing (Please check with your device’s manufacturer if the device is Miracast compatible) for a full wireless experience without cables plugged in. (can also Connect with HDMI to iOS iPhone, iPad and Android Phones ,Tablets and devices)', 'PALM SIZED PERFECTION – Smallest and Lightest DLP Projector in the World Slips Conveniently Into Your Handbag, Briefcase or Purse for Work or Play. Best Performance when used in Dark to Dim-Lit Room', 'CONTEMPORARY COMPATIBILITY – Onboard Media Player Includes Room-Filling 1.5W Speaker, 3.5mm Input & Integrated HDMI, and MicroSD Hookup - HDMI Connect to Apple iOS iPhone, iPad and Android Phones Tablets and devices', 'PLUG. PROJECT. PLAY. – No Complicated Buttons or Menu Screens; Just Connect to Your Favorite PC or Mac, Cable Box, Gaming Console or HDMI Video Player', 'GAMING GRADE COLOR – Capable of Displaying 16.7 Million Colors; Enjoy Rich, Lifelike Detail for Your Favorite Video Games, Movies, Photo Slideshows & More']","['Make cinema magic with the ultimate multimedia companion!', 'Enjoy stunning HD video and imaging in the palm of your hand with the DLP Wireless Cube Projector from KODAK. Integrating revolutionary innovations in compact digital design, this miniature movie player produces high quality imaging in a truly portable package. Transport to the fantasy world of your choice with convenient Wi-Fi integration, a booming 1.5W speaker and dazzling 16.7 million color display. Compatible with today’s most popular entertainment devices, the projector also includes a 3.5mm input, HDMI, and MicroSD hookups and a BONUS remote control. Simply connect your smartphone, PC, Mac, cable box, gaming console or HDMI video player without the hassle of complicated buttons and menu screens. Just plug, play and experience a pocketful of possibilities!', 'Specs & Details', 'What You Get:', '-1 x Wireless DLP Cube from KODAK -1 x Remote control -1 x HDMI Cable -1 x HDMI Adapter -1 x Power Cable -1 x Power Adapter -1 x Mini Tripod -The tiniest big screen movie projector in the world!', 'Technical Details:', '-120” max screen size -1000:1 contrast -100 lumen brightness -640 x 480 resolution -2.5-hour max playback -1.5W speaker -Weighs 165g -Dimensions 2.1 x 2.1 x 2.1 in']","['Electronics', 'Video Projectors']","{'Product Dimensions': '2.1 x 2.1 x 2.1 inches', 'Item Weight': '14.1 ounces', 'Item model number': 'RODPJC100W', 'Batteries': '2 AA batteries required.', 'Best Sellers Rank': {'Video Projectors': 1219}, 'Is Discontinued By Manufacturer': 'No', 'Date First Available': 'January 17, 2018', 'Manufacturer': 'Kodak', 'Brand': 'KODAK', 'Recommended Uses For Product': 'Gaming', 'Special Feature': 'Wireless, Portable, Built In Wi Fi', 'Connectivity Technology': 'HDMI', 'Display Resolution Maximum': '1920 x 1080'}",B0794CJ3TT
Computers,"Foldable Bluetooth Keyboard, Rock&Rown Pocket Size Portable Wireless Keyboard with Touchpad for Mac OS,Android, Windows, Linux, PC, Tablet, with Rechargeable Li-ion Battery-Dark Gray","['【Foldable Bluetooth Keyboard with Touchpad】Rock&Rown foldable bluetooth keyboard equipped with very sensitive Multi-Touch touchpad, it is much more convenient and efficient for you to control the device without the mouse. Special Attention: Touchpad function can not work for the device with IOS version under 13.4!', '【Foldable Keyboard with Super Thin and Ingenuity Design】Foldable Keyboard with Aircraft-Grade aluminum case, it is durable and scratch prevention. The ingenuity design, smooth touch and delicate look makes it a perfect match for your tablet, smart phone and laptop. The lightweight and palm-sized keyboard can be folded up and carried around even in your pocket.', '【Wide Compatibility】With Bluetooth 3.0 technology, foldable keyboard can connect to your iOS / Windows/ Android system devices. The Max working distance can up to 10 M. [NOTE: This bluetooth keyboard is not compatible with computer sticks].', '【Rechargeable Battery and Auto sleep power-saving function】Built-in rechargeable Li-ion battery. Just two hours of charging, standby time can last up to 560 hours. The keyboard will turn into sleep model to save the power if not used for 10 minutes and it can be wake it up by press any key on the keyboard.', '【After-Sale Service】Please contact us if you have any problem about the foldable keyboard after receive it, just find your order and click""contact seller"" for assistance ,we have our after-sale service team and engineer team to solve your problem.']",[],"['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals', 'Keyboards, Mice & Accessories', 'Keyboards']","{'Package Dimensions': '7.91 x 4.17 x 0.75 inches', 'Item Weight': '7.7 ounces', 'Manufacturer': 'Rock&Rown', 'Country of Origin': 'China', 'Batteries': '1 Lithium Polymer batteries required. (included)', 'Best Sellers Rank': {'Computer Keyboards': 3171}, 'Date First Available': 'March 12, 2021', 'Brand': 'ROCK&ROWN', 'Compatible Devices': 'PC', 'Connectivity Technology': 'Bluetooth', 'Keyboard Description': 'Wireless', 'Special Feature': 'Lightweight', 'Color': 'Gray', 'Operating System': 'Android,Ios,Linux,Mac Os,Windows', 'Number of Keys': '78', 'Style': 'Modern', 'Material': 'Aluminum'}",B08YRKL1FF
All Electronics,"Phiaton BT 390 on Ear Hi-Fi Stereo Wireless Bluetooth Headphones, Foldable, Noise Isolation, EverPlay-X Wireless Headset, 30 Hours Play Time, with Deep Bass Stereo and Mic, Black","['EXTRA LONG BATTERY AND WARRANTY: Listen to music, videos, audio books or podcasts wirelessly for up to 30 hours of non-stop continuous play. One Year Warranty backed by a US based customer service team ensures peace of mind long after the return period expires.', 'FULL CONTROL: Easy to use, multi-function remote control buttons along with a built-in microphone on the earpads allow you to wirelessly answer and control your tunes or phone calls on your cell', 'FOLD-AND-GO: Compact, light and easily foldable design allows for convenient transportation for travel or wherever your music takes you', 'BACK-UP POWER: Everyplay-X technology allows you to continue calling or listening to your music even if the battery runs out', 'FRIEND OR PARTNER SHARING: Integrated multipoint bluetooth connection enables two devices to be connected at the same time']",[],"['Electronics', 'Headphones, Earbuds & Accessories', 'Headphones & Earbuds', 'On-Ear Headphones']","{'Product Dimensions': '5.91 x 6.89 x 2.56 inches', 'Item Weight': '5 ounces', 'Item model number': 'PPU-BH0390BK01', 'Batteries': '1 Lithium Polymer batteries required.', 'Best Sellers Rank': {'Electronics': 430818, 'On-Ear Headphones': 4444}, 'Is Discontinued By Manufacturer': 'No', 'Wireless communication technologies': 'Bluetooth', 'Connectivity technologies': 'Wireless, Bluetooth 4.1', 'Special features': 'Gift', 'Other display features': 'CE', 'Human Interface Input': 'Buttons', 'Audio Jack': '3.5 mm Jack', 'Form Factor': 'On Ear', 'Color': 'Black', 'Whats in the box': 'USB Cable', 'Department': 'unisex-child', 'Manufacturer': 'Phiaton', 'Date First Available': 'March 9, 2018', 'Weight': '142.1 Grams', 'Brand': 'Phiaton', 'Model Name': 'BT390BK', 'Connectivity Technology': 'Wireless, Bluetooth 4.1'}",B07WF9SLQP
Camera & Photo,Kodak 856 8214 Professional 400 Tmax Black and White Negative Film 120 (ISO 400) 5 Roll Pack,"['KODAK T-GRAIN Emulsion that reshapes pebble-like crystals into a tabular form with more surface to catch light', 'Improved sharpness', 'Expanded exposure latitude']","['KODAK T-MAX 400 Professional Film is a continuous-tone panchromatic black-and-white negative film especially useful for photographing dimly lighted subjects or fast action, for extending flash distance range, and for photographing subjects that require good depth of field and fast shutter speeds with maximum image quality for the film speed. It is also useful for scientific and biomedical work, especially when fluorescence photography is required. It has high speed (ISO 400/27° in most developers), very high sharpness, extremely fine grain, and high resolving power; it allows a high degree of enlargement. Final Steps in Processing Black-and-White Film Temperature 18 to 24 Degrees Celsius (65 to 75 Degrees Fahrenheit) .']","['Electronics', 'Camera & Photo', 'Film Photography', 'Film']","{'Manufacturer': 'Kodak', 'Part Number': '856 8214', 'Item Weight': '4.8 ounces', 'Product Dimensions': '6.85 x 1.4 x 3.7 inches', 'Item model number': '856 8214', 'Batteries': '1 Product Specific batteries required.', 'Is Discontinued By Manufacturer': 'No', 'Size': '1-Pack', 'Color': 'Yellow', 'Item Package Quantity': '1', 'Display Style': 'AMOLED', 'Certification': 'No', 'Included Components': 'Camera Body & Accessories', 'Batteries Included?': 'No', 'Batteries Required?': 'No', 'Battery Cell Type': 'Alkaline', 'Best Sellers Rank': {'Electronics': 22986, 'Photographic Film': 168}, 'Date First Available': 'June 17, 2003', 'Brand': 'KODAK', 'Model Name': 'Kodak 856 8214 Professional 400 Tmax Black and White Negative Film 120 (ISO 400) 5 Roll Pack', 'Film Color': 'Black and White', 'Film Format Type': '120', 'Exposures per Roll': '24'}",B07JVMPPSV
Portable Audio & Accessories,rooCASE Extreme Hybrid (Black/Yellow) TPU Shell Case for Apple iPod Touch 5 (5th Generation Sept 2012),[],[],[],"{'Brand Name': 'rooCASE', 'Item Weight': '0.8 ounces', 'Product Dimensions': '5.2 x 0.5 x 2.5 inches; 0.8 Ounces', 'Number of Items': '1', 'Date First Available': 'November 24, 2015', 'Brand': 'rooCASE', 'Compatible Devices': 'Apple iPod Touch 5', 'Form Factor': 'Case', 'Shell Type': 'Hybrid', 'Material': 'TPU', 'Manufacturer': 'rooCASE'}",B009XL94D6
Camera & Photo,FE 600mm F4 GM Super Telephoto Lens (SEL600F40GM),"['World’s lightest1 600mm super-telephoto full frame \xa0wide-aperture F4 lens', 'Large XA (extreme aspherical) element suppresses spherical aberration', '2x Extreme Dynamic - XD Linear Motors for fast, precise, quiet AF', 'G Master quality with superior focusing speed up to 20fps3', 'Balanced weight eliminates “front heavy” nature of similar lenses']",['World’s lightest 600mm F4. 0 lens takes advantage of the world’s fastest cameras'],"['Electronics', 'Camera & Photo', 'Lenses', 'Camera Lenses', 'SLR Camera Lenses']","{'Product Dimensions': '27.8 x 17.32 x 14.37 inches', 'Item Weight': '6.71 pounds', 'Item model number': 'SEL600F40GM', 'Best Sellers Rank': {'SLR Camera Lenses': 2440}, 'Date First Available': 'June 13, 2019', 'Manufacturer': 'Sony', 'Brand': 'Sony', 'Lens Type': 'Telephoto', 'Compatible Mountings': 'Sony E', 'Camera Lens Description': '600 millimetres', 'Maximum Focal Length': '600 Millimeters'}",B07SZVGKMD
AMAZON FASHION,"YEEJOK Compatible for Fossil Watch Band 22mm, Fossil Men's Gen 6/5E 44mm Bands Nylon, Stretchy Solo Loop Sport Elastic Braided Wristbands for Men's Gen 5LTE/Carlyle Garrett/Women's Julianna/Gen 4 Explorist HR","['This 22mm elastic nylon watch straps replacement personalize your smart watch style to match different outfits and occasions', 'The strong stretchy elastic and adjustable metal buckle allows the nylon strap suitable for most size wrist (4.5-9.5 inch)', '22mm wide Quick Release Pin Bars are included: easy to release and install, simply slide quick release knob with finger', 'Braided from soft stretchy skin-friendly nylon, washable and drying fast, provides a flexibility, lightweight, breathable and comfortable fit', ""Compatible with: Fossil Men's Gen 6 44mm/ Gen 5E 44mm/ Gen 5LTE/Gen 5 Carlyle / Men's Gen 4 Explorist HR / Women's Gen 5 Julianna / Gen 5 Garrett HR / Gen 4 Sport / Gen 3 Q Explorist / Gen 2 Q Founder / Gen 2 Q Marshal / Gen 2 Q Wander / Q Founder / Q Marshal / Q Wander / Q Crewmaster / Q Grant / Q Explorist / Commuter / Men's Sport 43mm""]",[],"['Electronics', 'Wearable Technology', 'Clips, Arm & Wristbands']","{'Package Dimensions': '2.76 x 0.79 x 0.2 inches; 0.35 Ounces', 'Department': 'Unisex Adult', 'Date First Available': 'August 13, 2022', 'Manufacturer': 'Yeejok'}",B0B9JWRXJ4
Cell Phones & Accessories,"Midland - X-TALKER T31VP, 22 Channel FRS Walkie Talkies - Extended Range Two Way Radios, 38 Privacy Codes, & NOAA Weather Alert (Pair Pack) (Black/Red)","['2-WAY RADIOS - These license-free walkie-talkies feature the standard 22 FRS (Family Radio Service) channels, along with channel scan to check for activity.', '26-MILE RANGE - Longer range communication in open areas with little or no obstruction.', '38 CTCSS PRIVACY CODES - The Continuous Tone-Coded Squelch System gives you up to 836 channel options to block other conversations. Use silent operation to turn off all tones.', 'NOAA WEATHER ALERT - NOAA Weather Alert will sound an alarm indicating that there is a risk of severe weather in your area.', 'HANDS-FREE - Easy Voice and Sound Activated Transmission (eVOX) for hands free operation. Also included: Belt clips (x2), rechargeable batteries (x2), micro USB “Y” charging cable and an owner’s manual.']","['The Midland T31VP X-TALKER Walkie Talkie is an easy-to-use, license-free, and low cost yet reliable solution to long-range communication. It is a water resistant radio that provides clear point-to-point communication, reception, transmission, and sound quality. Connection to other FRS two way radios is limitless as long as you connect to the same channels/frequencies. The T31VP features 38 Privacy Codes, 22 scan able channels, eVOX - Hands-Free Operation, and easy button access. Unlike other FRS walkie talkies on the market that use lithium batteries, the T31VP X-TALKER has dual power options - use 300mAh rechargeable batteries (x2) or 3 ?AAA? Alkaline batteries each (not included). The rechargeable battery packs take 12 hours to charge. The NOAA Weather Alert feature sounds an alarm indicating severe weather could be present in your area.']","['Electronics', 'Portable Audio & Video', 'CB & Two-Way Radios', 'Two-Way Radios']","{'Product Dimensions': '1.2 x 2 x 5.5 inches', 'Item Weight': '2.24 ounces', 'Item model number': 'T31VP', 'Batteries': '3 AAA batteries required.', 'Best Sellers Rank': {'Portable FRS Two-Way Radios': 449}, 'Is Discontinued By Manufacturer': 'No', 'Special features': 'Long Range, Silent Operation, Water Resistant', 'Other display features': 'Wireless', 'Color': 'Black/ Red', 'Whats in the box': 'Pair of Radios,^Belt Clips^Rechargeable Battery Packs^ Micro USB ""Y"" Charging Cable^ Owner\'s Manual', 'Department': 'Unisex-adult', 'Manufacturer': 'Midland', 'Country of Origin': 'Philippines', 'Date First Available': 'April 4, 2015', 'Brand': 'Midland', 'Number of Channels': '22', 'Special Feature': 'Long Range, Silent Operation, Water Resistant', 'Talking Range Maximum': '26 Miles', 'Age Range (Description)': 'Adult', 'Tuner Technology': 'UHF', 'Water Resistance Level': 'Water Resistant', 'Item Dimensions LxWxH': '1.2 x 2 x 5.5 inches', 'Number of Batteries': '3 AAA batteries required.'}",B07F21MGBY
AMAZON FASHION,"Wekin Replacement Bands Compatible with Fitbit Charge 2, Adjustable Silicone Sport Accessory Wristband Straps for Charge 2 HR Fitness Tracker Small Large Women Men","[""🎁If you're looking for a bit of affordable glam, but still want the durability and comfort of silicone, then check out Wekin''s bands."", '⌚️Compatibility: This replacement wristband is only designed for Charge 2 & Charge 2 hr, it perfect to replace for your original Charge 2 (Hr) band. The activity tracker is NOT included.', '⌚️Premium Quality: Made of flexible Silicone material, which is soft, lightweight, breatheable, comfortable, fashionable, and durable, Eco-friendly for human skin, perfect for daily wear, rain, sweat and water resistant.', '⌚️Easy-operation: The durable silicone strap locks seamlessly into place via a secure stainless steel buckle clasp and quick-release fastening system, ensuring absolute ease of use during operation, and provide the best comfortable wearing experience when you exercise, sweat, sleep, dating, meeting.', '⌚️Adjustable Size and Multi-colour choices: This wristband is the perfect replacements for the original band of the Charge 2. Small is for 5.5"" - 6.7"" wrist, Large is for 6.7"" - 8.1"" wrist. With a variety of different colour options available, you\'re guaranteed to find the Charge 2 wristband that appeals to you.', '💋Buy with confidence: If there are any quality problems, contact us free and we’ll offer you hassle free replacement or money back.']",[],"['Electronics', 'Wearable Technology', 'Arm & Wristband Accessories']","{'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '2.76 x 1.57 x 0.2 inches', 'Date First Available': 'August 27, 2018', 'Manufacturer': 'wekin'}",B07GVGDRR7
